short_name,long_name,Community District,2017
prox_park_pct,Residential units within 1/4 mile of a park,MN 04 - Clinton/Chelsea,0.789133247089263
prox_park_pct,Residential units within 1/4 mile of a park,MN 05 - Midtown,0.635636652823186
prox_park_pct,Residential units within 1/4 mile of a park,MN 06 - Stuyvesant Town/Turtle Bay,0.908681094818371
prox_park_pct,Residential units within 1/4 mile of a park,MN 07 - Upper West Side,0.993337083369645
prox_park_pct,Residential units within 1/4 mile of a park,MN 08 - Upper East Side,0.686200214425081
prox_park_pct,Residential units within 1/4 mile of a park,MN 09 - Morningside Heights/Hamilton,0.99964801126364
prox_park_pct,Residential units within 1/4 mile of a park,MN 10 - Central Harlem,0.966881770763675
prox_park_pct,Residential units within 1/4 mile of a park,MN 11 - East Harlem,0.999822133684323
prox_park_pct,Residential units within 1/4 mile of a park,MN 12 - Washington Heights/Inwood,0.984394626180984
prox_park_pct,Residential units within 1/4 mile of a park,BX 01 - Mott Haven/Melrose,0.997892893303779
prox_park_pct,Residential units within 1/4 mile of a park,BX 02 - Hunts Point/Longwood,0.997107850870274
prox_park_pct,Residential units within 1/4 mile of a park,BX 03 - Morrisania/Crotona,0.99756787158362
prox_park_pct,Residential units within 1/4 mile of a park,BX 04 - Highbridge/Concourse,0.994301662984068
prox_park_pct,Residential units within 1/4 mile of a park,BX 05 - Fordham/University Heights,0.993445151339888
prox_park_pct,Residential units within 1/4 mile of a park,BX 06 - Belmont/East Tremont,0.996885735383825
prox_park_pct,Residential units within 1/4 mile of a park,BX 07 - Kingsbridge Heights/Bedford,0.898369329174399
prox_park_pct,Residential units within 1/4 mile of a park,BX 08 - Riverdale/Fieldston,0.943361126053434
prox_park_pct,Residential units within 1/4 mile of a park,BX 09 - Parkchester/Soundview,0.892559383356929
prox_park_pct,Residential units within 1/4 mile of a park,BX 10 - Throgs Neck/Co-op City,0.750624487919906
prox_park_pct,Residential units within 1/4 mile of a park,BX 11 - Morris Park/Bronxdale,0.743979257002227
prox_park_pct,Residential units within 1/4 mile of a park,BX 12 - Williamsbridge/Baychester,0.458160410991462
prox_park_pct,Residential units within 1/4 mile of a park,BK 01 - Greenpoint/Williamsburg,0.890409962289775
prox_park_pct,Residential units within 1/4 mile of a park,BK 02 - Fort Greene/Brooklyn Heights,0.973657927590512
prox_park_pct,Residential units within 1/4 mile of a park,BK 03 - Bedford Stuyvesant,0.94193843790618
prox_park_pct,Residential units within 1/4 mile of a park,BK 04 - Bushwick,0.765256102440976
prox_park_pct,Residential units within 1/4 mile of a park,BK 05 - East New York/Starrett City,0.853575696584691
prox_park_pct,Residential units within 1/4 mile of a park,BK 06 - Park Slope/Carroll Gardens,0.854779683572379
prox_park_pct,Residential units within 1/4 mile of a park,BK 07 - Sunset Park,0.775341261507655
prox_park_pct,Residential units within 1/4 mile of a park,BK 08 - Crown Heights/Prospect Heights,0.767474609541692
prox_park_pct,Residential units within 1/4 mile of a park,BK 09 - South Crown Heights/Lefferts Gardens,0.70454137036942
prox_park_pct,Residential units within 1/4 mile of a park,BK 10 - Bay Ridge/Dyker Heights,0.597920927701574
prox_park_pct,Residential units within 1/4 mile of a park,BK 11 - Bensonhurst,0.459774629165282
prox_park_pct,Residential units within 1/4 mile of a park,BK 12 - Borough Park,0.396467499667686
prox_park_pct,Residential units within 1/4 mile of a park,BK 13 - Coney Island,0.850035829840829
prox_park_pct,Residential units within 1/4 mile of a park,BK 14 - Flatbush/Midwood,0.297115940831336
prox_park_pct,Residential units within 1/4 mile of a park,BK 15 - Sheepshead Bay,0.656100217864924
prox_park_pct,Residential units within 1/4 mile of a park,BK 16 - Brownsville,0.887499292626337
prox_park_pct,Residential units within 1/4 mile of a park,BK 17 - East Flatbush,0.383433217677777
prox_park_pct,Residential units within 1/4 mile of a park,BK 18 - Flatlands/Canarsie,0.725180450207977
prox_park_pct,Residential units within 1/4 mile of a park,QN 01 - Astoria,0.633329388093265
prox_park_pct,Residential units within 1/4 mile of a park,QN 02 - Woodside/Sunnyside,0.788505994301382
prox_park_pct,Residential units within 1/4 mile of a park,QN 03 - Jackson Heights,0.614595189316337
prox_park_pct,Residential units within 1/4 mile of a park,QN 04 - Elmhurst/Corona,0.682767400763866
prox_park_pct,Residential units within 1/4 mile of a park,QN 05 - Ridgewood/Maspeth,0.543729460404961
prox_park_pct,Residential units within 1/4 mile of a park,QN 06 - Rego Park/Forest Hills,0.735171396712348
prox_park_pct,Residential units within 1/4 mile of a park,QN 07 - Flushing/Whitestone,0.707338816662245
prox_park_pct,Residential units within 1/4 mile of a park,QN 08 - Hillcrest/Fresh Meadows,0.709808831828442
prox_park_pct,Residential units within 1/4 mile of a park,QN 09 - Kew Gardens/Woodhaven,0.468204434357542
prox_park_pct,Residential units within 1/4 mile of a park,QN 10 - South Ozone Park/Howard Beach,0.398467628655344
prox_park_pct,Residential units within 1/4 mile of a park,QN 11 - Bayside/Little Neck,0.686582809224319
prox_park_pct,Residential units within 1/4 mile of a park,QN 12 - Jamaica/Hollis,0.587400118866803
prox_park_pct,Residential units within 1/4 mile of a park,QN 13 - Queens Village,0.384109228491528
prox_park_pct,Residential units within 1/4 mile of a park,QN 14 - Rockaway/Broad Channel,0.816066098542198
prox_park_pct,Residential units within 1/4 mile of a park,SI 01 - St. George/Stapleton,0.654909349229391
prox_park_pct,Residential units within 1/4 mile of a park,SI 02 - South Beach/Willowbrook,0.568644205729167
prox_park_pct,Residential units within 1/4 mile of a park,SI 03 - Tottenville/Great Kills,0.579103591570199
prox_park_pct,Residential units within 1/4 mile of a park,MN 01 - Financial District,0.98606721116646
prox_park_pct,Residential units within 1/4 mile of a park,MN 02 - Greenwich Village/Soho,0.995909952449041
prox_park_pct,Residential units within 1/4 mile of a park,MN 03 - Lower East Side/Chinatown,0.997908735724304
